car,year,engine_hp,avg_mpg,price,salesman,dealership,sold_date,sold_month
Mustang,2016,325.0,22.5,34165,3,Uptown Cars,2019-01-01,1
Mustang,2016,365.0,21.5,58885,4,Car Town,2017-08-12,8
Mustang,2016,325.0,22.5,35895,4,Uptown Cars,2019-08-08,8
Mustang,2016,385.0,18.0,35870,4,Uptown Cars,2018-03-29,3
Mustang,2016,365.0,20.0,62310,2,Car Town,2019-05-18,5
Mustang,2016,282.0,21.5,34790,3,Uptown Cars,2017-03-18,3
Mustang,2016,325.0,20.5,43490,4,Car Town,2016-12-03,12
Mustang,2016,282.0,21.5,32210,3,Uptown Cars,2016-09-09,9
Mustang,2016,282.0,20.0,36565,3,Car Town,2019-11-27,11
Mustang,2016,282.0,20.0,31485,4,Uptown Cars,2019-04-22,4
Mustang,2016,325.0,22.5,40365,2,Big Bobs,2016-03-26,3
Mustang,2016,282.0,21.5,33055,2,Uptown Cars,2018-03-06,3
Mustang,2016,282.0,20.0,38215,2,Big Bobs,2018-07-28,7
Mustang,2016,325.0,22.5,40065,2,Uptown Cars,2019-03-24,3
Mustang,2016,325.0,22.5,42725,3,Uptown Cars,2018-01-21,1
Mustang,2016,325.0,22.5,31710,4,Car Town,2016-11-01,11
Mustang,2016,325.0,20.5,45845,3,Uptown Cars,2018-09-18,9
Mustang,2016,385.0,18.0,38325,3,Car Town,2016-04-07,4
Mustang,2016,385.0,18.5,50350,4,Uptown Cars,2019-02-05,2
Mustang,2016,385.0,18.0,42425,3,Uptown Cars,2017-04-23,4
Mustang,2016,385.0,18.0,55940,3,Uptown Cars,2019-04-28,4
Mustang,2016,325.0,22.5,42425,2,Uptown Cars,2018-04-07,4
Mustang,2016,282.0,20.0,34025,3,Car Town,2018-05-18,5
Mustang,2016,282.0,20.0,40635,2,Car Town,2018-10-20,10
Mustang,2016,325.0,22.5,38250,3,Car Town,2016-03-01,3
Mustang,2016,282.0,20.0,35630,3,Car Town,2018-03-12,3
Mustang,2016,385.0,18.5,52515,4,Big Bobs,2017-11-02,11
Mustang,2016,385.0,18.0,44540,4,Big Bobs,2016-05-28,5
Mustang,2016,385.0,18.0,46895,4,Car Town,2019-11-27,11
Mustang,2017,325.0,22.5,31710,2,Uptown Cars,2019-03-01,3
Mustang,2017,450.0,16.5,51310,2,Uptown Cars,2017-05-04,5
Mustang,2017,385.0,18.0,56260,3,Car Town,2020-04-28,4
Mustang,2017,385.0,18.0,40070,3,Uptown Cars,2019-04-05,4
Mustang,2017,365.0,21.5,59600,3,Big Bobs,2020-11-09,11
Mustang,2017,450.0,16.5,48325,2,Uptown Cars,2018-03-20,3
Mustang,2017,325.0,22.5,40365,4,Car Town,2020-04-16,4
Mustang,2017,385.0,18.0,46895,3,Car Town,2019-05-13,5
Mustang,2017,282.0,21.5,26540,3,Uptown Cars,2018-05-14,5
Mustang,2017,282.0,20.0,36565,3,Big Bobs,2019-03-18,3
Mustang,2017,282.0,21.5,31905,2,Uptown Cars,2020-05-08,5
Mustang,2017,385.0,18.0,44540,4,Big Bobs,2019-04-21,4
Mustang,2017,325.0,20.5,45845,3,Big Bobs,2020-12-08,12
Mustang,2017,385.0,18.0,38325,4,Uptown Cars,2019-11-17,11
Mustang,2017,282.0,20.0,31185,4,Uptown Cars,2019-04-04,4
Mustang,2017,325.0,22.5,40065,3,Uptown Cars,2020-06-07,6
Mustang,2017,385.0,18.0,53704,4,Car Town,2020-10-17,10
Mustang,2017,385.0,18.0,54004,2,Car Town,2019-05-17,5
Mustang,2017,282.0,21.5,35055,2,Big Bobs,2017-04-27,4
Mustang,2017,385.0,18.5,52835,2,Car Town,2018-03-26,3
Mustang,2017,385.0,18.0,42425,3,Uptown Cars,2020-12-14,12
Mustang,2017,385.0,18.0,56555,3,Uptown Cars,2017-08-10,8
Mustang,2017,282.0,20.0,35630,2,Uptown Cars,2019-04-04,4
Mustang,2017,325.0,22.5,34165,2,Uptown Cars,2018-05-14,5
Mustang,2017,282.0,20.0,31485,4,Uptown Cars,2018-05-03,5
Mustang,2017,325.0,22.5,35895,3,Big Bobs,2020-04-02,4
Mustang,2017,385.0,18.5,50280,2,Car Town,2019-12-22,12
Mustang,2017,282.0,20.0,38215,3,Uptown Cars,2017-11-21,11
Mustang,2017,385.0,18.0,35870,2,Car Town,2019-12-01,12
Mustang,2017,325.0,22.5,42425,3,Car Town,2017-12-22,12
Mustang,2017,282.0,21.5,26840,2,Car Town,2017-03-30,3
Mustang,2017,282.0,20.0,35330,3,Big Bobs,2018-09-14,9
Mustang,2017,325.0,20.5,43490,1,Uptown Cars,2020-07-02,7
Mustang,2017,282.0,21.5,32210,4,Uptown Cars,2018-04-22,4
Mustang,2017,325.0,22.5,42725,3,Car Town,2018-06-25,6
Mustang,2017,385.0,18.5,50580,2,Car Town,2017-12-10,12
Mustang,2017,282.0,21.5,37140,4,Uptown Cars,2018-11-05,11
Mustang,2017,282.0,21.5,34790,3,Uptown Cars,2019-12-19,12
Mustang,2017,282.0,21.5,30600,2,Car Town,2017-03-22,3
Mustang,2017,282.0,20.0,34025,1,Uptown Cars,2020-05-10,5
Mustang,2017,365.0,20.0,63025,3,Uptown Cars,2020-05-17,5
Mustang,2017,325.0,22.5,38250,2,Uptown Cars,2017-07-19,7
Mustang,2017,282.0,20.0,40635,3,Uptown Cars,2017-05-26,5
Mustang,2017,385.0,18.5,53135,3,Uptown Cars,2018-12-13,12
Mustang,1997,220.0,14.5,3104,4,Uptown Cars,1998-09-10,9
Mustang,1997,220.0,14.5,2862,2,Uptown Cars,2000-09-11,9
Mustang,1997,220.0,14.5,3433,1,Car Town,1998-04-14,4
Mustang,1997,220.0,14.5,3215,2,Uptown Cars,1999-05-16,5
Mustang,1997,220.0,14.5,3059,4,Uptown Cars,1998-05-24,5
Mustang,1997,220.0,14.5,3214,3,Uptown Cars,1998-05-20,5
Mustang,1997,220.0,14.5,3241,3,Car Town,2000-03-09,3
Mustang,1997,220.0,14.5,2956,3,Uptown Cars,2000-12-19,12
Mustang,1997,220.0,14.5,3394,1,Uptown Cars,1997-05-15,5
Mustang,1997,220.0,14.5,2836,2,Car Town,1998-04-30,4
Mustang,1997,220.0,14.5,2529,3,Car Town,1997-03-01,3
Mustang,1997,220.0,14.5,2577,2,Uptown Cars,1998-05-24,5
Mustang,1997,220.0,14.5,2787,2,Uptown Cars,1998-03-10,3
Mustang,1997,220.0,14.5,3008,3,Car Town,1999-12-04,12
Mustang,1997,220.0,14.5,3156,2,Car Town,1999-04-09,4
Mustang,1997,220.0,14.5,3431,3,Car Town,2000-05-18,5
Mustang,1998,220.0,15.0,3338,3,Uptown Cars,2001-05-22,5
Mustang,1998,220.0,15.5,3138,4,Uptown Cars,1998-11-12,11
Mustang,1998,220.0,15.5,3096,3,Uptown Cars,2001-12-09,12
Mustang,1998,220.0,15.5,3535,2,Uptown Cars,1998-11-17,11
Mustang,1998,220.0,14.5,3733,3,Uptown Cars,2000-05-30,5
Mustang,1998,220.0,14.5,3487,1,Uptown Cars,2001-12-25,12
Mustang,1998,220.0,14.5,3269,3,Uptown Cars,1999-06-16,6
Mustang,1998,220.0,15.0,2843,3,Big Bobs,1998-04-25,4
Mustang,1998,220.0,15.5,3395,3,Big Bobs,2000-09-10,9
Mustang,1998,220.0,14.5,3099,3,Uptown Cars,1998-02-19,2
Mustang,1998,220.0,14.5,3471,2,Car Town,1998-08-07,8
Mustang,1998,220.0,15.0,3199,2,Uptown Cars,2000-05-09,5
Mustang,1998,220.0,15.0,2817,3,Uptown Cars,2001-03-05,3
Mustang,1998,220.0,14.5,3223,2,Car Town,1998-09-29,9
Mustang,1998,220.0,14.5,3764,3,Car Town,1998-12-29,12
Mustang,1998,220.0,14.5,3822,1,Uptown Cars,1999-06-29,6
Mustang,1999,220.0,15.0,3251,2,Uptown Cars,2001-12-06,12
Mustang,1999,220.0,14.5,3550,3,Uptown Cars,2002-04-02,4
Mustang,1999,220.0,14.0,3269,2,Uptown Cars,2000-02-29,2
Mustang,1999,220.0,13.5,4078,2,Car Town,1999-12-19,12
Mustang,1999,220.0,15.0,3241,3,Car Town,2002-11-25,11
Mustang,1999,220.0,14.0,3583,3,Car Town,2001-04-11,4
Mustang,1999,220.0,14.0,3542,3,Big Bobs,2002-05-25,5
Mustang,1999,220.0,15.0,3560,3,Uptown Cars,2000-04-06,4
Mustang,1999,220.0,15.0,2922,3,Uptown Cars,2002-12-26,12
Mustang,1999,220.0,15.0,3188,4,Uptown Cars,2000-11-19,11
Mustang,1999,220.0,14.0,3192,3,Car Town,2000-12-08,12
Mustang,1999,220.0,13.5,3878,3,Uptown Cars,2002-07-14,7
Mustang,1999,220.0,14.5,3752,2,Uptown Cars,2000-04-14,4
Mustang,1999,220.0,14.0,3572,2,Car Town,1999-11-27,11
Mustang,1999,220.0,14.0,3908,3,Big Bobs,1999-04-03,4
Mustang,1999,220.0,15.0,2923,2,Uptown Cars,2002-10-22,10
Mustang,1991,63.0,34.0,2000,3,Car Town,1992-02-28,2
Mustang,1991,63.0,34.0,2000,3,Uptown Cars,1991-07-01,7
Mustang,1992,63.0,33.5,2000,3,Uptown Cars,1992-08-08,8
Mustang,1992,63.0,33.5,2000,2,Car Town,1992-05-06,5
Mustang,1993,63.0,34.0,2000,4,Car Town,1993-12-08,12
Mustang,1993,63.0,34.0,2000,2,Big Bobs,1996-08-24,8
Mustang,2015,120.0,32.0,18405,2,Uptown Cars,2015-09-10,9
Mustang,2015,197.0,30.5,21435,3,Car Town,2016-02-17,2
Mustang,2015,120.0,32.0,15685,2,Car Town,2018-12-26,12
Mustang,2015,120.0,32.0,16085,2,Car Town,2015-01-15,1
Mustang,2015,120.0,32.0,14455,3,Uptown Cars,2017-09-12,9
Mustang,2015,120.0,32.0,14855,3,Uptown Cars,2015-09-12,9
Mustang,2015,120.0,32.0,18805,2,Big Bobs,2015-02-18,2
Mustang,2016,120.0,31.0,14880,2,Car Town,2017-12-09,12
Mustang,2016,120.0,31.0,16110,2,Car Town,2018-05-09,5
Mustang,2016,120.0,31.0,18830,2,Uptown Cars,2019-04-17,4
Mustang,2016,120.0,31.0,15810,3,Big Bobs,2017-04-08,4
Mustang,2016,120.0,31.0,14580,3,Uptown Cars,2016-05-04,5
Mustang,2016,120.0,31.0,18530,2,Big Bobs,2016-10-24,10
Mustang,2016,197.0,29.0,21460,2,Uptown Cars,2016-04-08,4
Mustang,2017,120.0,31.0,15660,3,Car Town,2018-07-27,7
Mustang,2017,120.0,31.5,19420,3,Uptown Cars,2020-05-17,5
Mustang,2017,197.0,29.0,21610,3,Uptown Cars,2018-02-09,2
Mustang,2017,120.0,31.0,14430,2,Car Town,2017-09-17,9
Mustang,2017,120.0,31.0,14130,2,Uptown Cars,2017-07-28,7
Mustang,2017,120.0,31.0,15360,3,Car Town,2017-07-06,7
Mustang,2017,120.0,31.5,19120,3,Big Bobs,2019-04-09,4
Mustang,2005,203.0,22.5,24165,4,Uptown Cars,2006-12-15,12
Mustang,2005,203.0,20.0,23965,2,Car Town,2008-04-13,4
Mustang,2005,203.0,22.5,26290,3,Uptown Cars,2007-11-07,11
Mustang,2005,203.0,22.5,22165,3,Uptown Cars,2006-01-08,1
Mustang,2005,203.0,20.0,28090,2,Uptown Cars,2007-05-17,5
Mustang,2005,203.0,20.0,25965,3,Big Bobs,2008-01-10,1
Mustang,2006,203.0,22.5,24230,2,Car Town,2008-02-11,2
Mustang,2006,203.0,21.5,22230,2,Uptown Cars,2008-04-24,4
Mustang,2006,203.0,20.0,28230,2,Uptown Cars,2008-12-30,12
Mustang,2006,203.0,20.0,24080,3,Uptown Cars,2007-04-06,4
Mustang,2006,203.0,22.5,26380,1,Car Town,2009-06-10,6
Mustang,2006,203.0,20.0,26080,4,Uptown Cars,2006-06-30,6
Mustang,2007,203.0,20.0,28460,3,Car Town,2010-12-02,12
Mustang,2007,203.0,20.0,24885,3,Big Bobs,2010-04-01,4
Mustang,2007,203.0,22.5,23035,3,Uptown Cars,2007-01-18,1
Mustang,2007,203.0,22.5,26610,3,Uptown Cars,2007-04-17,4
Camaro,2012,260.0,18.5,27705,2,Uptown Cars,2014-07-04,7
Camaro,2012,260.0,16.5,27295,2,Uptown Cars,2014-04-16,4
Camaro,2012,260.0,18.5,26115,4,Car Town,2012-11-02,11
Camaro,2013,260.0,18.0,27030,1,Uptown Cars,2014-12-27,12
Camaro,2013,260.0,18.5,28620,3,Uptown Cars,2016-11-17,11
Camaro,2013,260.0,16.5,28210,3,Uptown Cars,2013-02-12,2
Camaro,2014,260.0,18.5,29270,3,Car Town,2017-03-19,3
Camaro,2014,260.0,18.0,27680,3,Car Town,2015-04-13,4
Camaro,2014,260.0,16.5,28860,3,Uptown Cars,2017-05-13,5
Mustang,2015,287.0,21.5,32100,3,Car Town,2017-04-27,4
Mustang,2015,287.0,21.5,29100,3,Car Town,2018-06-26,6
Mustang,2015,287.0,21.5,37700,3,Car Town,2015-03-30,3
Mustang,2015,287.0,20.0,39650,3,Uptown Cars,2018-06-17,6
Mustang,2015,287.0,20.0,34050,2,Car Town,2016-11-09,11
Mustang,2015,365.0,19.5,42400,2,Car Town,2018-12-24,12
Mustang,2016,365.0,18.0,42600,3,Big Bobs,2019-03-22,3
Mustang,2016,287.0,19.5,32300,3,Uptown Cars,2019-12-14,12
Mustang,2016,287.0,19.5,29600,2,Car Town,2019-07-17,7
Mustang,2016,287.0,19.0,34250,3,Car Town,2019-05-21,5
Mustang,2016,287.0,19.0,39750,3,Car Town,2018-06-13,6
Mustang,2016,287.0,19.5,37800,3,Uptown Cars,2016-11-24,11
Mustang,2017,365.0,18.0,43030,1,Uptown Cars,2020-12-18,12
Mustang,2017,287.0,19.0,40180,2,Big Bobs,2017-07-18,7
Mustang,2017,287.0,19.5,32730,3,Uptown Cars,2018-11-27,11
Mustang,2017,287.0,19.5,38230,2,Uptown Cars,2019-05-28,5
Mustang,2017,287.0,19.5,30025,3,Big Bobs,2017-12-09,12
Mustang,2017,287.0,19.0,34680,4,Big Bobs,2020-04-17,4
Mustang,2017,350.0,22.0,36120,2,Uptown Cars,2019-03-08,3
Mustang,2015,252.0,27.5,24370,3,Uptown Cars,2017-02-20,2
Mustang,2016,252.0,26.5,24425,2,Car Town,2019-06-03,6
Mustang,2017,252.0,26.5,24775,3,Car Town,2018-06-17,6
Mustang,2015,160.0,31.0,18460,4,Car Town,2016-07-02,7
Mustang,2015,160.0,31.0,18960,2,Uptown Cars,2018-05-12,5
Mustang,2015,160.0,33.5,23170,3,Car Town,2016-04-12,4
Mustang,2015,160.0,31.0,17170,3,Car Town,2016-03-13,3
Mustang,2015,160.0,33.5,23670,3,Uptown Cars,2017-05-29,5
Mustang,2015,254.82528263103802,104.5,29170,2,Uptown Cars,2015-01-11,1
Mustang,2016,160.0,31.0,18515,1,Uptown Cars,2017-12-15,12
Mustang,2016,160.0,33.5,23725,3,Car Town,2017-03-05,3
Mustang,2016,160.0,33.5,23225,3,Big Bobs,2019-11-21,11
Mustang,2016,254.82528263103802,104.5,29170,3,Big Bobs,2018-01-25,1
Mustang,2016,160.0,31.0,19015,3,Uptown Cars,2019-08-19,8
Mustang,2016,160.0,31.0,17225,3,Car Town,2016-08-29,8
Mustang,2017,160.0,33.5,21675,2,Big Bobs,2020-04-16,4
Mustang,2017,123.0,36.0,18175,4,Car Town,2018-04-12,4
Mustang,2017,160.0,31.0,16775,3,Car Town,2017-05-21,5
Mustang,2017,160.0,33.5,24075,4,Uptown Cars,2019-07-17,7
Mustang,2017,160.0,33.5,23575,4,Big Bobs,2018-12-20,12
Mustang,2017,160.0,33.5,21175,2,Uptown Cars,2019-11-30,11
Mustang,2017,254.82528263103802,104.5,29120,4,Uptown Cars,2019-04-15,4
Mustang,2017,160.0,33.5,19765,3,Big Bobs,2017-06-11,6
Mustang,2005,254.82528263103802,19.0,28030,2,Big Bobs,2006-09-01,9
Mustang,2005,254.82528263103802,19.0,23930,3,Uptown Cars,2005-12-14,12
Mustang,2005,254.82528263103802,19.0,21630,3,Uptown Cars,2008-01-03,1
Mustang,2005,254.82528263103802,19.0,26530,3,Uptown Cars,2005-04-08,4
Mustang,2005,254.82528263103802,18.5,29030,3,Car Town,2007-05-30,5
Mustang,2005,254.82528263103802,18.5,32755,4,Big Bobs,2005-12-11,12
Mustang,2006,193.0,19.0,19650,3,Car Town,2006-03-14,3
Mustang,2006,201.0,18.0,29575,1,Uptown Cars,2006-06-13,6
Mustang,2006,193.0,19.0,23655,3,Car Town,2008-10-20,10
Mustang,2006,201.0,18.0,26615,2,Uptown Cars,2009-04-06,4
Mustang,2007,201.0,18.0,26665,2,Car Town,2008-02-16,2
Mustang,2007,201.0,18.0,23705,3,Uptown Cars,2008-06-04,6
Mustang,2007,201.0,18.0,29575,2,Uptown Cars,2007-01-25,1
Mustang,2007,201.0,18.0,19700,3,Uptown Cars,2007-06-01,6
Mustang,2005,203.0,21.5,28440,3,Car Town,2006-12-23,12
Mustang,2005,203.0,19.5,30440,3,Uptown Cars,2005-05-14,5
Mustang,2005,203.0,21.5,25040,4,Big Bobs,2008-05-18,5
Mustang,2005,203.0,19.5,26840,3,Uptown Cars,2006-02-20,2
Mustang,2005,203.0,21.5,26440,2,Uptown Cars,2006-12-22,12
Mustang,2005,203.0,19.5,28240,1,Car Town,2007-10-27,10
Mustang,2006,203.0,19.5,28355,3,Car Town,2008-05-30,5
Mustang,2006,203.0,21.5,26505,3,Car Town,2009-04-17,4
Mustang,2006,203.0,21.5,25105,3,Uptown Cars,2008-05-25,5
Mustang,2006,203.0,19.5,30580,4,Car Town,2006-03-21,3
Mustang,2006,203.0,19.5,26955,3,Car Town,2007-10-18,10
Mustang,2006,203.0,21.5,28530,4,Uptown Cars,2008-07-01,7
Mustang,2007,203.0,19.5,27770,2,Uptown Cars,2009-03-22,3
Mustang,2007,203.0,21.5,29205,3,Car Town,2009-05-01,5
Mustang,2007,203.0,19.5,31055,2,Uptown Cars,2007-03-24,3
Mustang,2007,203.0,21.5,25920,4,Uptown Cars,2008-03-26,3
Mustang,2015,188.0,42.5,27380,3,Big Bobs,2017-06-22,6
Mustang,2015,188.0,42.5,26575,3,Car Town,2017-01-13,1
Mustang,2015,188.0,42.5,32330,3,Car Town,2017-03-17,3
Mustang,2016,188.0,42.5,31430,3,Car Town,2017-05-13,5
Mustang,2016,188.0,42.5,26480,3,Car Town,2018-02-15,2
Mustang,2016,188.0,42.5,25675,2,Uptown Cars,2017-12-05,12
Mustang,2017,188.0,42.0,37020,4,Car Town,2018-06-10,6
Mustang,2017,188.0,42.0,31010,2,Uptown Cars,2020-01-16,1
Mustang,2017,188.0,42.0,25675,2,Uptown Cars,2019-03-26,3
Mustang,2017,188.0,42.0,26480,1,Uptown Cars,2017-12-22,12
Mustang,2015,231.0,26.5,27830,3,Uptown Cars,2015-05-25,5
Mustang,2015,231.0,26.5,32780,3,Big Bobs,2018-05-07,5
Mustang,2015,175.0,28.0,24035,3,Car Town,2017-12-27,12
Mustang,2015,231.0,27.5,30780,3,Car Town,2017-05-14,5
Mustang,2015,175.0,28.0,22500,2,Uptown Cars,2015-05-22,5
Mustang,2016,231.0,27.5,31270,3,Big Bobs,2019-03-27,3
Mustang,2016,175.0,28.0,22750,4,Big Bobs,2017-05-07,5
Mustang,2016,175.0,28.0,24320,2,Car Town,2016-05-04,5
Mustang,2016,231.0,26.5,33270,3,Big Bobs,2019-03-29,3
Mustang,2016,231.0,26.5,28115,4,Uptown Cars,2017-12-17,12
Mustang,2017,231.0,26.0,30610,3,Uptown Cars,2018-02-03,2
Mustang,2017,231.0,24.5,27405,3,Car Town,2018-08-05,8
Mustang,2017,231.0,24.5,32610,3,Uptown Cars,2017-03-01,3
Mustang,2017,175.0,26.5,22610,2,Car Town,2018-04-18,4
Mustang,2017,175.0,26.5,23610,3,Uptown Cars,2018-04-22,4
Mustang,2017,231.0,26.0,36620,2,Uptown Cars,2019-05-26,5
Mustang,2017,231.0,24.5,38620,2,Big Bobs,2018-05-13,5
Mustang,2005,550.0,15.5,149995,2,Car Town,2007-11-28,11
Mustang,2006,550.0,15.5,149995,3,Uptown Cars,2009-04-16,4
Camaro,2014,280.0,27.5,47300,3,Car Town,2016-03-12,3
Camaro,2014,280.0,27.5,49790,3,Car Town,2017-04-23,4
Camaro,2015,280.0,27.5,47850,2,Uptown Cars,2017-06-04,6
Camaro,2015,280.0,27.5,50340,3,Car Town,2016-03-09,3
Camaro,2016,280.0,27.5,50485,2,Uptown Cars,2018-01-06,1
Camaro,2016,280.0,27.5,47870,3,Big Bobs,2016-05-20,5
Camaro,2015,270.0,21.0,34750,4,Uptown Cars,2018-05-23,5
Camaro,2015,270.0,22.0,31070,4,Uptown Cars,2016-05-26,5
Camaro,2015,270.0,21.0,44140,4,Uptown Cars,2016-03-10,3
Camaro,2015,270.0,21.0,38050,3,Car Town,2017-03-01,3
Camaro,2015,270.0,21.0,41650,3,Car Town,2016-03-25,3
Camaro,2015,270.0,22.0,42680,2,Uptown Cars,2017-04-04,4
Camaro,2015,270.0,21.0,32530,2,Uptown Cars,2016-01-27,1
Camaro,2015,185.0,22.5,29765,2,Uptown Cars,2017-05-24,5
Camaro,2015,270.0,22.0,33290,3,Car Town,2015-05-30,5
Camaro,2015,270.0,22.0,36590,3,Car Town,2018-06-20,6
Camaro,2015,270.0,22.0,40190,2,Uptown Cars,2017-09-30,9
Camaro,2016,270.0,22.0,34395,3,Car Town,2017-12-08,12
Camaro,2016,270.0,21.0,38775,4,Uptown Cars,2018-04-12,4
Camaro,2016,185.0,22.5,30490,2,Car Town,2019-12-08,12
Camaro,2016,270.0,21.0,42375,3,Uptown Cars,2016-12-03,12
Camaro,2016,270.0,21.0,44990,3,Uptown Cars,2016-05-18,5
Camaro,2016,270.0,21.0,33475,3,Uptown Cars,2016-10-03,10
Camaro,2016,270.0,22.0,43530,1,Uptown Cars,2018-08-05,8
Camaro,2016,270.0,22.0,32015,3,Uptown Cars,2017-03-20,3
Camaro,2016,270.0,22.0,40915,2,Uptown Cars,2017-12-22,12
Camaro,2016,270.0,21.0,35855,3,Uptown Cars,2017-05-15,5
Camaro,2016,270.0,22.0,37315,3,Uptown Cars,2019-11-05,11
Corvette,2015,170.0,124.0,42400,4,Uptown Cars,2016-05-14,5
Corvette,2016,170.0,124.0,42400,3,Car Town,2019-05-03,5
Corvette,2017,170.0,124.0,42400,2,Uptown Cars,2018-04-25,4
Corvette,2017,170.0,117.5,43600,4,Car Town,2017-01-14,1
Camaro,2015,381.0,15.5,80155,3,Uptown Cars,2018-04-26,4
Camaro,2016,381.0,15.5,83825,4,Car Town,2016-05-11,5
Camaro,2017,381.0,15.5,84325,2,Car Town,2020-12-15,12
Mustang,1990,150.0,18.5,2000,2,Uptown Cars,1990-08-02,8
Mustang,1990,150.0,18.5,2000,3,Uptown Cars,1990-03-01,3
Mustang,1990,150.0,18.5,2000,2,Car Town,1990-03-26,3
Mustang,1990,150.0,18.5,2000,4,Car Town,1990-12-24,12
Mustang,1990,150.0,18.5,2000,4,Big Bobs,1990-12-17,12
Mustang,1990,150.0,18.5,2000,3,Big Bobs,1990-03-18,3
Mustang,1991,150.0,18.5,2000,3,Uptown Cars,1991-05-03,5
Mustang,1991,150.0,18.5,2000,2,Uptown Cars,1991-09-29,9
Mustang,1991,150.0,18.5,2000,3,Big Bobs,1992-05-25,5
Mustang,1991,150.0,18.5,2000,2,Car Town,1992-11-09,11
Mustang,1991,150.0,18.5,2000,2,Big Bobs,1991-12-24,12
Mustang,1991,150.0,18.5,2000,1,Uptown Cars,1991-03-13,3
Mustang,1991,150.0,18.5,2000,2,Uptown Cars,1992-05-09,5
Corvette,2016,365.0,22.0,51700,2,Uptown Cars,2018-11-02,11
Corvette,2017,365.0,22.0,51700,2,Uptown Cars,2018-01-02,1
Corvette,2015,425.0,21.5,62000,1,Car Town,2018-01-18,1
Corvette,2016,425.0,21.5,63500,2,Uptown Cars,2018-01-15,1
Corvette,2017,425.0,21.5,64000,3,Uptown Cars,2017-05-12,5
Corvette,2016,493.0,19.5,133205,3,Uptown Cars,2019-09-16,9
Corvette,2015,425.0,21.5,64200,4,Car Town,2016-05-12,5
Corvette,2015,425.0,21.5,72500,3,Big Bobs,2015-03-13,3
Corvette,2016,425.0,21.5,74200,4,Car Town,2018-03-05,3
Corvette,2016,425.0,21.5,65700,3,Uptown Cars,2019-03-16,3
Corvette,2017,425.0,21.5,74700,2,Uptown Cars,2019-05-15,5
Corvette,2017,425.0,21.5,66200,3,Uptown Cars,2017-06-08,6
Corvette,2014,552.0,17.0,92900,3,Uptown Cars,2014-01-12,1
Corvette,2015,560.0,17.0,93600,2,Big Bobs,2015-05-11,5
Corvette,2016,560.0,17.0,94100,3,Car Town,2019-06-18,6
Corvette,2015,560.0,17.0,115700,4,Uptown Cars,2017-04-27,4
Corvette,2016,552.0,17.0,117200,3,Uptown Cars,2016-04-12,4
Corvette,2017,560.0,17.0,117500,4,Car Town,2020-01-06,1
Corvette,2015,560.0,17.0,118200,3,Uptown Cars,2015-05-08,5
Corvette,2015,560.0,17.0,111900,3,Uptown Cars,2017-04-22,4
Corvette,2016,552.0,17.0,119700,3,Car Town,2019-05-25,5
Corvette,2016,552.0,17.0,113400,4,Uptown Cars,2016-05-14,5
Corvette,2017,560.0,17.0,113700,3,Car Town,2019-05-25,5
Corvette,2017,560.0,18.5,120000,2,Car Town,2020-04-06,4
Camaro,2011,132.0,28.5,19685,3,Uptown Cars,2011-03-10,3
Camaro,2011,158.0,25.0,20755,1,Big Bobs,2014-04-05,4
Camaro,2011,158.0,24.5,19565,3,Uptown Cars,2014-05-22,5
Camaro,2011,158.0,23.0,21715,3,Uptown Cars,2012-03-04,3
Camaro,2011,132.0,29.0,18845,4,Uptown Cars,2013-06-02,6
Camaro,2012,158.0,23.0,21715,3,Uptown Cars,2014-07-25,7
Camaro,2012,132.0,29.0,18845,3,Big Bobs,2014-12-14,12
Camaro,2012,158.0,25.0,20755,2,Car Town,2012-03-28,3
Camaro,2012,132.0,28.5,19685,2,Car Town,2015-03-16,3
Camaro,2012,158.0,24.5,19565,3,Big Bobs,2012-05-27,5
Camaro,2013,132.0,28.5,20115,3,Car Town,2015-04-24,4
Camaro,2013,158.0,23.0,22415,2,Big Bobs,2014-11-12,11
Camaro,2013,158.0,24.5,20265,3,Big Bobs,2014-05-11,5
Camaro,2013,158.0,25.0,21455,3,Car Town,2014-05-04,5
Camaro,2013,132.0,29.0,19275,2,Car Town,2014-06-09,6
Corvette,2001,315.0,19.0,44990,3,Uptown Cars,2004-08-05,8
Corvette,2001,315.0,19.0,45990,3,Uptown Cars,2001-04-27,4
Corvette,2002,315.0,21.0,44990,3,Big Bobs,2004-03-15,3
Corvette,2006,330.0,18.0,49300,4,Uptown Cars,2009-05-07,5
Corvette,2006,330.0,18.0,51300,4,Car Town,2009-04-02,4
Camaro,2003,138.0,26.0,25645,4,Big Bobs,2003-12-19,12
Camaro,2003,138.0,26.0,24645,2,Uptown Cars,2004-03-20,3
Camaro,2004,138.0,26.5,25895,3,Uptown Cars,2004-05-08,5
Camaro,2004,138.0,26.0,24895,4,Car Town,2005-05-05,5
Camaro,2005,138.0,26.5,26145,2,Big Bobs,2007-01-25,1
Camaro,2005,138.0,26.0,25145,3,Car Town,2005-09-12,9
Camaro,1993,135.0,22.5,2000,3,Car Town,1996-04-23,4
Camaro,1993,200.0,21.5,2078,3,Uptown Cars,1996-07-16,7
Camaro,1994,200.0,21.5,2254,4,Car Town,1994-03-26,3
Camaro,1994,135.0,22.5,2000,3,Uptown Cars,1995-09-07,9
Camaro,1995,135.0,22.5,2038,3,Car Town,1996-11-28,11
Camaro,1995,200.0,21.5,2462,3,Car Town,1996-04-02,4
